Order ID;Order Date
CA-2016-130029;3/07/2016
CA-2017-103877;7/09/2017
CA-2016-137176;9/09/2016
CA-2017-168109;3/07/2017
US-2017-126081;29/06/2017
CA-2017-117023;7/08/2017
CA-2015-143532;19/03/2015
CA-2016-103163;7/06/2016
CA-2016-104157;25/07/2016
CA-2017-117807;1/10/2017
CA-2015-121650;10/12/2015
CA-2017-161823;3/09/2017
CA-2017-121839;24/09/2017
CA-2017-158729;19/12/2017
CA-2017-146535;24/11/2017
CA-2014-154186;13/12/2014
CA-2016-108434;5/12/2016
CA-2016-164154;11/09/2016
CA-2017-148012;9/12/2017
CA-2014-102869;9/09/2014
CA-2017-138310;26/06/2017
CA-2014-159835;17/11/2014
CA-2017-112956;21/08/2017
CA-2016-119683;12/03/2016
CA-2014-163559;23/09/2014
CA-2014-140228;28/04/2014
US-2016-131674;29/11/2016
CA-2015-110093;3/12/2015
CA-2017-112529;19/11/2017
CA-2016-154536;5/09/2016
CA-2017-141929;4/09/2017
CA-2016-109743;22/09/2016
CA-2014-159184;14/09/2014
CA-2017-113530;19/05/2017
CA-2014-169726;9/08/2014
CA-2017-155957;26/11/2017
CA-2017-132178;3/05/2017
CA-2016-145177;10/11/2016
CA-2014-156594;20/12/2014
CA-2014-146528;25/07/2014
CA-2015-168459;22/11/2015
CA-2017-109960;9/12/2017
CA-2017-133004;31/08/2017
CA-2017-168102;24/04/2017
CA-2017-158036;8/09/2017
CA-2015-128083;12/03/2015
CA-2016-161676;18/07/2016
CA-2016-155005;13/06/2016
US-2017-129777;3/07/2017
CA-2014-129364;8/12/2014
CA-2016-104969;8/04/2016
CA-2017-154109;6/11/2017
CA-2015-156440;5/12/2015
CA-2015-132626;9/07/2015
CA-2016-102792;13/12/2016
CA-2016-108567;20/05/2016
CA-2017-140760;2/06/2017
US-2015-131359;30/10/2015
CA-2016-142097;15/10/2016
CA-2015-151680;19/11/2015
CA-2014-140039;13/09/2014
CA-2017-160416;13/11/2017
CA-2017-169411;24/12/2017
CA-2016-126543;9/01/2016
CA-2015-104941;13/06/2015
CA-2017-160087;18/03/2017
CA-2014-120544;23/11/2014
CA-2017-113670;15/10/2017
CA-2017-166198;21/04/2017
CA-2014-135608;8/12/2014
CA-2017-144568;29/05/2017
CA-2016-142370;19/09/2016
CA-2016-105900;17/09/2016
CA-2016-151155;20/12/2016
CA-2017-144036;22/11/2017
US-2014-169789;30/12/2014
CA-2017-127264;3/04/2017
CA-2016-151512;26/12/2016
CA-2016-165169;5/06/2016
CA-2015-109575;18/09/2015
CA-2017-168193;6/03/2017
CA-2016-115476;17/03/2016
CA-2016-133340;9/12/2016
CA-2016-137848;15/01/2016
CA-2014-113047;24/10/2014
CA-2016-149979;23/09/2016
CA-2017-161956;27/08/2017
CA-2016-116799;3/03/2016
CA-2016-111283;29/02/2016
CA-2015-167745;18/09/2015
CA-2017-104577;12/05/2017
CA-2016-156251;13/08/2016
CA-2017-125878;25/02/2017
CA-2016-163153;21/03/2016
CA-2015-103205;8/12/2015
CA-2014-153913;16/12/2014
CA-2016-155530;17/12/2016
US-2016-101196;12/05/2016
CA-2014-115357;6/08/2014
US-2014-102715;11/04/2014
CA-2015-107937;3/05/2015
US-2017-148768;30/11/2017
CA-2017-118521;16/02/2017
CA-2014-149643;16/11/2014
CA-2015-135314;9/07/2015
CA-2017-165204;13/11/2017
CA-2017-125752;31/07/2017
CA-2017-112487;26/12/2017
CA-2016-144218;31/10/2016
CA-2016-169971;4/09/2016
US-2016-133508;17/04/2016
CA-2014-107139;5/07/2014
CA-2015-111325;27/02/2015
CA-2015-163762;27/11/2015
US-2014-117163;27/01/2014
CA-2017-121314;23/09/2017
CA-2017-147760;4/11/2017
CA-2016-156503;14/10/2016
CA-2015-113628;12/11/2015
CA-2017-147753;5/03/2017
CA-2015-103961;5/11/2015
CA-2016-152471;8/07/2016
CA-2015-102582;15/09/2015
CA-2017-141873;9/10/2017
CA-2015-140984;14/09/2015
CA-2014-132801;7/10/2014
CA-2017-141733;7/05/2017
US-2015-111927;14/11/2015
CA-2014-105984;24/11/2014
CA-2014-100363;8/04/2014
CA-2014-126760;26/07/2014
US-2014-109162;8/06/2014
CA-2014-101931;28/10/2014
CA-2017-129000;25/11/2017
CA-2017-161053;22/09/2017
CA-2015-142377;4/12/2015
CA-2015-127593;21/09/2015
CA-2017-130526;26/11/2017
US-2017-131849;6/06/2017
US-2017-105389;23/10/2017
CA-2014-140816;20/12/2014
CA-2017-154039;17/02/2017
CA-2014-135755;3/05/2014
CA-2017-123246;17/10/2017
CA-2015-157133;28/11/2015
CA-2014-124709;27/07/2014
CA-2017-146360;23/04/2017
CA-2015-132486;23/10/2015
CA-2016-136231;5/09/2016
CA-2016-140641;28/10/2016
CA-2014-151001;5/04/2014
CA-2015-129896;15/06/2015
CA-2014-152849;5/07/2014
US-2017-127341;29/01/2017
CA-2016-167759;3/03/2016
CA-2014-100895;2/06/2014
US-2016-163881;24/11/2016
US-2016-144547;10/11/2016
US-2014-112200;22/11/2014
CA-2017-110212;1/05/2017
CA-2017-134285;7/12/2017
CA-2017-102267;30/11/2017
CA-2017-157980;7/12/2017
CA-2015-121097;3/01/2015
CA-2015-151043;14/11/2015
US-2015-119312;2/10/2015
CA-2015-167010;5/04/2015
CA-2017-126788;5/06/2017
CA-2017-148068;18/09/2017
US-2017-142573;18/07/2017
US-2015-148817;1/12/2015
CA-2016-110044;28/06/2016
CA-2017-146920;28/08/2017
CA-2014-103940;17/09/2014
CA-2016-162082;14/03/2016
CA-2016-132094;26/08/2016
CA-2017-123001;2/09/2017
CA-2015-118955;16/06/2015
US-2016-143448;10/12/2016
CA-2017-117863;18/05/2017
CA-2017-160458;27/05/2017
US-2016-142685;23/06/2016
CA-2016-133144;16/05/2016
CA-2017-167871;18/11/2017
CA-2016-119963;18/11/2016
CA-2014-121167;28/11/2014
US-2016-151862;1/03/2016
CA-2017-152961;15/01/2017
CA-2014-133228;4/04/2014
CA-2016-114951;26/06/2016
CA-2016-156573;29/05/2016
CA-2015-113901;19/10/2015
CA-2017-134838;19/02/2017
CA-2016-120257;22/09/2016
CA-2014-164910;12/11/2014
CA-2016-149902;1/04/2016
CA-2016-146010;20/05/2016
US-2015-163685;1/06/2015
CA-2014-135090;22/11/2014
CA-2015-132374;22/02/2015
CA-2016-167556;29/03/2016
US-2016-116400;22/10/2016
CA-2017-101308;2/10/2017
CA-2014-114517;23/12/2014
CA-2017-119564;15/12/2017
CA-2016-135265;7/07/2016
CA-2016-108735;17/04/2016
CA-2017-112333;8/04/2017
US-2016-159415;17/04/2016
CA-2014-122588;25/11/2014
CA-2014-137589;3/11/2014
CA-2015-161998;1/05/2015
CA-2015-105627;8/03/2015
US-2015-149629;17/07/2015
CA-2014-116834;11/10/2014
CA-2016-145730;3/03/2016
US-2015-168732;10/12/2015
CA-2015-107468;18/12/2015
CA-2017-144463;1/01/2017
CA-2017-100811;21/11/2017
CA-2015-153612;22/12/2015
CA-2015-165624;23/08/2015
CA-2014-154963;22/06/2014
CA-2017-130764;27/10/2017
CA-2017-139311;11/08/2017
CA-2017-124296;24/12/2017
CA-2016-169957;26/09/2016
US-2016-108777;12/12/2016
CA-2015-148859;28/12/2015
CA-2014-110786;29/12/2014
CA-2015-137750;25/06/2015
CA-2015-136378;2/04/2015
CA-2017-100356;21/10/2017
US-2015-166520;16/07/2015
CA-2017-136350;24/06/2017
CA-2014-122931;29/09/2014
CA-2014-163034;24/11/2014
CA-2015-124058;20/11/2015
CA-2016-129196;1/11/2016
US-2015-138716;17/09/2015
US-2016-122182;10/03/2016
US-2014-130358;23/06/2014
CA-2014-102673;1/11/2014
CA-2016-145303;28/08/2016
CA-2015-156104;6/12/2015
US-2015-164308;24/09/2015
CA-2017-108112;15/11/2017
CA-2015-100685;19/12/2015
CA-2015-165414;21/12/2015
CA-2016-140417;25/09/2016
US-2017-151316;24/06/2017
CA-2017-163692;7/09/2017
CA-2016-111913;4/08/2016
US-2014-156559;19/08/2014
CA-2016-161473;1/04/2016
CA-2017-166576;16/05/2017
CA-2015-102491;24/08/2015
CA-2014-116904;23/09/2014
US-2017-102288;19/06/2017
CA-2017-137456;21/12/2017
US-2017-155999;7/08/2017
US-2016-148334;22/08/2016
CA-2015-105599;7/09/2015
CA-2015-153717;25/12/2015
CA-2015-116687;2/05/2015
CA-2016-163573;24/11/2016
CA-2015-153416;24/11/2015
CA-2017-117394;4/09/2017
CA-2017-133823;11/05/2017
CA-2014-127523;11/05/2014
CA-2017-123239;27/07/2017
CA-2017-156769;6/05/2017
CA-2014-127299;19/09/2014
CA-2015-121272;29/03/2015
CA-2014-115336;18/11/2014
CA-2015-111703;2/07/2015
CA-2014-128839;8/09/2014
CA-2017-105914;2/10/2017
CA-2017-110926;19/11/2017
CA-2016-117226;30/12/2016
CA-2017-127313;1/12/2017
CA-2016-136287;13/06/2016
US-2014-107699;19/05/2014
CA-2017-112725;30/01/2017
CA-2015-136196;28/11/2015
CA-2017-106068;23/10/2017
CA-2017-100160;7/09/2017
CA-2016-139689;29/12/2016
CA-2015-101091;5/12/2015
CA-2014-126907;1/11/2014
US-2016-164588;16/04/2016
CA-2017-115546;14/05/2017
CA-2015-163587;14/03/2015
US-2017-106131;14/01/2017
CA-2015-160213;8/03/2015
CA-2014-157924;11/10/2014
CA-2015-100216;13/04/2015
CA-2017-100601;16/11/2017
CA-2016-152163;1/07/2016
CA-2015-154340;29/11/2015
CA-2014-128846;7/04/2014
CA-2016-148593;16/06/2016
US-2017-119039;6/03/2017
CA-2017-128426;7/10/2017
US-2017-136868;6/10/2017
CA-2016-143749;5/12/2016
CA-2016-111493;21/10/2016
CA-2017-112536;18/05/2017
CA-2016-157714;26/09/2016
CA-2017-166709;17/11/2017
CA-2015-129392;8/07/2015
CA-2015-150875;16/11/2015
CA-2015-154200;18/06/2015
CA-2016-124233;8/04/2016
US-2015-134271;18/04/2015
US-2016-161683;3/12/2016
CA-2015-143105;10/12/2015
CA-2014-145387;31/10/2014
CA-2017-109715;9/12/2017
CA-2014-166457;5/05/2014
CA-2016-164637;4/03/2016
CA-2014-103590;30/11/2014
CA-2015-111234;18/02/2015
CA-2017-149881;1/04/2017
CA-2017-134565;11/06/2017
CA-2016-108644;30/09/2016
US-2014-102631;13/12/2014
CA-2017-120327;11/11/2017
CA-2015-154970;5/01/2015
CA-2016-113803;24/03/2016
CA-2017-100223;5/07/2017
CA-2014-168823;21/09/2014
CA-2016-162404;23/07/2016
CA-2017-104024;29/08/2017
CA-2017-147144;26/03/2017
CA-2017-158673;29/12/2017
CA-2014-133704;20/09/2014
CA-2016-159142;4/04/2016
CA-2014-138436;26/03/2014
CA-2017-117702;28/11/2017
CA-2016-157336;1/12/2016
CA-2014-168130;19/09/2014
CA-2015-155068;23/10/2015
CA-2017-163160;13/10/2017
CA-2015-101924;4/09/2015
CA-2016-124793;14/03/2016
CA-2017-118367;28/10/2017
CA-2017-164819;15/10/2017
CA-2017-158344;7/08/2017
CA-2017-123351;21/09/2017
CA-2017-110429;3/11/2017
US-2016-131611;5/11/2016
US-2017-124821;25/06/2017
CA-2015-166975;26/11/2015
CA-2016-123806;24/11/2016
US-2017-158505;21/07/2017
CA-2015-142692;23/10/2015
CA-2015-123456;9/07/2015
CA-2017-151358;18/08/2017
US-2016-107440;16/04/2016
CA-2014-166989;14/11/2014
CA-2014-103100;20/12/2014
CA-2015-105690;21/11/2015
CA-2017-127516;28/12/2017
US-2015-117184;17/05/2015
CA-2017-102407;9/12/2017
CA-2017-130967;10/03/2017
CA-2017-101581;22/10/2017
CA-2017-169124;3/07/2017
CA-2017-117261;4/09/2017
CA-2017-129021;23/08/2017
CA-2014-123253;22/08/2014
CA-2016-121601;4/10/2016
CA-2014-162278;26/10/2014
CA-2016-161095;28/06/2016
CA-2014-125829;4/11/2014
CA-2014-123127;8/09/2014
CA-2015-115945;25/06/2015
CA-2015-136735;26/07/2015
US-2017-136189;7/12/2017
CA-2014-152345;29/12/2014
US-2015-147662;14/02/2015
CA-2016-153346;25/01/2016
CA-2017-118360;1/04/2017
CA-2017-149853;3/10/2017
CA-2017-107909;1/09/2017
CA-2015-112375;21/12/2015
CA-2015-154795;20/12/2015
CA-2015-125234;27/11/2015
CA-2017-133501;27/08/2017
US-2014-129609;22/03/2014
CA-2017-130309;17/12/2017
CA-2017-105410;19/03/2017
CA-2016-120355;18/09/2016
CA-2017-169894;24/11/2017
US-2017-100482;11/04/2017
CA-2017-107748;10/12/2017
CA-2017-153654;24/11/2017
CA-2015-155600;4/12/2015
CA-2017-162565;11/12/2017
CA-2016-127642;21/05/2016
US-2017-163195;17/02/2017
CA-2017-111332;20/05/2017
CA-2017-117044;11/09/2017
US-2016-165078;5/11/2016
US-2017-169320;23/07/2017
CA-2016-158575;18/11/2016
CA-2014-166954;25/04/2014
CA-2015-140830;30/11/2015
CA-2015-152891;25/10/2015
US-2015-122784;20/07/2015
CA-2016-156811;27/10/2016
CA-2017-111556;20/11/2017
CA-2016-108868;8/09/2016
CA-2014-142965;20/07/2014
CA-2016-148740;15/11/2016
US-2014-138758;7/07/2014
CA-2016-131737;17/03/2016
CA-2016-114538;26/12/2016
CA-2014-127936;2/09/2014
CA-2015-164336;5/07/2015
CA-2016-100041;20/11/2016
US-2014-154879;6/05/2014
CA-2014-130624;21/06/2014
CA-2017-132339;19/08/2017
CA-2014-153983;29/11/2014
CA-2017-112900;9/04/2017
CA-2014-160157;20/12/2014
CA-2014-139633;17/12/2014
CA-2015-163090;17/11/2015
CA-2014-117016;4/03/2014
CA-2017-159464;18/05/2017
US-2017-103226;22/09/2017
CA-2017-119452;21/03/2017
CA-2017-147725;14/09/2017
CA-2016-168893;3/11/2016
CA-2016-163398;3/05/2016
CA-2016-162726;27/12/2016
US-2016-111290;22/07/2016
US-2014-147704;16/11/2014
CA-2015-121965;19/06/2015
CA-2016-147137;4/07/2016
US-2015-146745;3/09/2015
CA-2017-115175;7/08/2017
CA-2017-105851;13/03/2017
US-2017-125717;28/09/2017
CA-2015-163895;7/08/2015
CA-2017-168641;24/11/2017
CA-2017-156895;8/05/2017
CA-2017-121300;29/09/2017
CA-2017-130211;22/10/2017
CA-2014-147235;24/03/2014
CA-2016-109365;3/11/2016
CA-2015-162621;5/09/2015
CA-2017-105921;14/08/2017
CA-2014-150798;1/12/2014
CA-2017-112753;18/06/2017
CA-2017-155075;2/12/2017
CA-2014-103401;21/11/2014
CA-2016-124814;10/04/2016
CA-2014-116757;30/06/2014
US-2014-138247;24/12/2014
CA-2017-167003;23/05/2017
CA-2016-119935;10/11/2016
CA-2016-118969;2/10/2016
CA-2016-145240;6/09/2016
CA-2016-120873;27/10/2016
US-2017-111920;22/10/2017
US-2016-128678;15/09/2016
CA-2016-101385;25/09/2016
CA-2017-107167;10/06/2017
CA-2014-109491;20/02/2014
CA-2017-105445;20/02/2017
CA-2014-107454;2/11/2014
US-2017-105046;17/07/2017
CA-2017-152856;8/09/2017
CA-2016-134691;14/11/2016
CA-2016-118759;14/11/2016
CA-2014-140403;10/10/2014
CA-2015-163104;19/03/2015
CA-2017-138464;8/07/2017
CA-2015-104129;27/02/2015
US-2017-132206;16/06/2017
CA-2017-113474;30/03/2017
CA-2015-126557;12/07/2015
US-2017-107636;30/04/2017
US-2014-165862;13/07/2014
US-2014-106334;27/12/2014
CA-2016-101448;27/02/2016
CA-2015-130218;23/03/2015
US-2017-117331;21/10/2017
CA-2014-127383;31/12/2014
CA-2014-110219;5/05/2014
CA-2015-118871;4/12/2015
CA-2017-129490;26/09/2017
CA-2014-101175;9/12/2014
US-2017-149510;3/12/2017
CA-2015-111990;8/11/2015
CA-2014-169460;19/04/2014
US-2015-152128;25/05/2015
CA-2017-126662;17/07/2017
CA-2016-139395;12/12/2016
US-2014-121734;11/04/2014
CA-2015-110947;9/06/2015
US-2014-150126;27/07/2014
CA-2015-164427;31/07/2015
CA-2016-120250;19/09/2016
CA-2016-121993;10/06/2016
US-2016-100405;26/08/2016
US-2017-163790;2/11/2017
CA-2016-129868;26/12/2016
CA-2016-140564;5/12/2016
US-2017-169502;28/08/2017
CA-2015-146948;16/07/2015
US-2015-113327;26/05/2015
CA-2015-135020;28/05/2015
US-2017-141852;9/11/2017
CA-2016-109407;24/01/2016
US-2017-165953;31/12/2016
CA-2016-144540;5/09/2016
CA-2015-159863;4/09/2015
CA-2015-117800;21/09/2015
CA-2017-145219;24/12/2017
CA-2015-161214;5/10/2015
CA-2017-147228;9/09/2017
CA-2016-101336;13/11/2016
US-2015-126235;15/10/2015
CA-2017-168396;3/08/2017
CA-2015-130456;21/08/2015
CA-2017-116288;12/03/2017
CA-2017-168228;27/04/2017
CA-2016-102162;11/09/2016
CA-2017-130141;22/10/2017
CA-2015-147501;2/08/2015
CA-2016-143910;12/08/2016
CA-2014-146885;30/05/2014
CA-2016-139556;26/04/2016
CA-2017-129357;14/05/2017
CA-2017-150987;8/04/2017
CA-2017-132647;17/02/2017
CA-2017-159107;24/06/2017
CA-2014-160738;5/05/2014
CA-2015-112130;3/05/2015
CA-2016-111409;18/09/2016
CA-2016-116232;22/09/2016
CA-2016-116547;10/01/2016
US-2017-133200;6/05/2017
CA-2016-133550;31/07/2016
CA-2017-139416;27/03/2017
CA-2014-114510;14/03/2014
CA-2016-169215;14/07/2016
CA-2016-127698;1/12/2016
CA-2016-159912;29/08/2016
CA-2016-101987;24/06/2016
US-2017-154851;30/03/2017
CA-2014-138681;20/12/2014
US-2015-138121;17/12/2015
CA-2017-140298;11/05/2017
CA-2016-166240;24/06/2016
CA-2016-158435;17/05/2016
CA-2017-138149;29/06/2017
CA-2014-112403;31/03/2014
CA-2014-108273;16/12/2014
CA-2017-121643;18/05/2017
US-2015-122910;12/05/2015
CA-2017-143126;3/12/2017
CA-2015-129042;12/12/2015
CA-2015-109736;10/10/2015
CA-2015-142601;18/04/2015
CA-2014-106229;7/06/2014
US-2017-135230;1/09/2017
CA-2016-159653;22/05/2016
CA-2016-131968;11/11/2016
CA-2014-119151;25/11/2014
CA-2014-123323;7/11/2014
CA-2016-124681;18/07/2016
US-2015-103996;29/03/2015
CA-2016-120530;7/04/2016
CA-2015-155054;13/06/2015
CA-2015-105725;18/02/2015
CA-2017-164364;12/11/2017
CA-2017-168123;5/03/2017
CA-2016-120005;3/03/2016
CA-2016-123526;24/12/2016
CA-2016-127649;7/10/2016
CA-2016-159989;9/12/2016
CA-2017-103499;20/11/2017
US-2015-167220;12/12/2015
CA-2017-126354;3/02/2017
CA-2017-169817;21/09/2017
US-2017-144582;30/04/2017
CA-2014-121573;3/11/2014
CA-2016-117660;30/12/2016
CA-2014-112851;17/09/2014
CA-2017-123701;24/11/2017
CA-2015-118227;24/04/2015
CA-2015-123155;9/03/2015
CA-2017-158883;2/06/2017
US-2016-114888;19/09/2016
US-2014-167262;31/10/2014
CA-2017-119746;23/11/2017
CA-2017-108091;16/11/2017
CA-2016-101630;19/02/2016
CA-2017-132346;7/11/2017
CA-2014-150301;8/07/2014
CA-2014-159310;7/11/2014
US-2017-147984;28/01/2017
CA-2015-104346;11/12/2015
US-2015-141684;29/06/2015
CA-2015-144722;16/03/2015
CA-2015-120516;13/08/2015
US-2016-148901;14/05/2016
CA-2017-136364;13/07/2017
CA-2015-137708;22/11/2015
CA-2014-149055;23/11/2014
CA-2015-151589;27/12/2015
CA-2016-121370;14/11/2016
CA-2016-111696;8/05/2016
CA-2014-139598;26/12/2014
CA-2017-117436;8/06/2017
CA-2015-140025;7/04/2015
CA-2016-134222;10/07/2016
CA-2016-140018;21/11/2016
US-2017-136707;12/11/2017
CA-2014-152562;1/11/2014
CA-2016-152408;15/05/2016
CA-2014-120278;7/11/2014
CA-2017-167661;5/10/2017
CA-2017-106831;1/06/2017
CA-2017-154123;20/11/2017
CA-2016-136049;23/12/2016
CA-2017-118402;29/09/2017
US-2016-139388;7/11/2016
US-2014-128685;4/04/2014
CA-2015-124044;23/07/2015
CA-2014-164469;25/06/2014
CA-2014-107818;8/09/2014
CA-2014-113320;12/12/2014
CA-2015-137526;13/01/2015
CA-2017-136063;15/12/2017
CA-2016-101546;18/12/2016
CA-2014-138940;11/04/2014
CA-2016-125164;10/11/2016
CA-2017-163531;26/06/2017
CA-2017-122490;13/11/2017
CA-2017-131366;24/11/2017
CA-2017-164042;23/05/2017
CA-2014-132864;2/12/2014
US-2014-155817;3/10/2014
US-2016-131891;29/07/2016
CA-2017-143567;2/11/2017
CA-2017-104080;8/03/2017
CA-2014-151379;16/12/2014
CA-2016-163167;28/11/2016
CA-2016-135776;23/12/2016
US-2014-122021;15/10/2014
CA-2016-130484;22/08/2016
CA-2017-120936;17/12/2017
CA-2017-110884;7/03/2017
US-2014-161613;1/12/2014
US-2014-146353;14/10/2014
CA-2014-133809;18/11/2014
CA-2017-127306;14/01/2017
CA-2015-161830;24/09/2015
CA-2017-163125;9/10/2017
CA-2016-160304;2/01/2016
CA-2017-101728;19/08/2017
CA-2017-114055;25/12/2017
CA-2017-126438;10/09/2017
CA-2017-117653;19/10/2017
CA-2017-143245;1/12/2017
US-2014-138828;2/09/2014
CA-2017-143651;25/03/2017
CA-2015-106978;28/09/2015
CA-2015-155124;15/03/2015
CA-2017-150931;6/01/2017
CA-2014-157147;13/01/2014
CA-2015-156482;6/02/2015
CA-2017-106782;21/12/2017
CA-2016-151372;5/09/2016
CA-2014-102085;4/10/2014
CA-2017-107125;27/11/2017
CA-2016-125815;28/10/2016
CA-2015-144190;9/06/2015
CA-2017-117926;8/12/2017
CA-2015-153906;16/03/2015
CA-2014-160262;9/06/2014
CA-2015-127607;20/03/2015
CA-2016-166226;18/11/2016
CA-2014-156587;7/03/2014
CA-2016-141180;15/05/2016
CA-2015-109708;25/05/2015
CA-2015-122406;2/08/2015
US-2016-153815;6/11/2016
CA-2016-164896;7/11/2016
CA-2015-142202;18/09/2015
CA-2015-165050;7/12/2015
US-2016-131114;9/12/2016
CA-2014-160066;16/11/2014
CA-2016-109925;6/11/2016
CA-2015-160696;6/09/2015
CA-2014-125171;3/09/2014
CA-2016-149279;24/04/2016
CA-2017-107321;31/08/2017
US-2017-122714;7/12/2017
CA-2015-153038;18/12/2015
CA-2014-132227;4/11/2014
CA-2017-155824;10/03/2017
CA-2016-129238;31/01/2016
CA-2017-159688;7/05/2017
CA-2016-136126;24/05/2016
CA-2016-155033;7/10/2016
CA-2014-156006;30/04/2014
CA-2015-158659;10/11/2015
CA-2015-169796;9/11/2015
CA-2015-102876;7/09/2015
US-2017-139647;11/05/2017
US-2017-160465;21/07/2017
CA-2014-153850;24/11/2014
CA-2014-127558;15/11/2014
CA-2017-136511;23/03/2017
CA-2016-133795;18/12/2016
US-2017-130953;29/07/2017
CA-2014-151792;2/09/2014
CA-2017-139304;29/01/2017
CA-2016-155166;26/12/2016
CA-2015-103954;9/08/2015
CA-2014-169803;6/04/2014
CA-2017-141719;17/11/2017
CA-2015-136469;11/07/2015
CA-2016-158694;10/11/2016
US-2014-104759;31/03/2014
CA-2015-150511;18/09/2015
CA-2015-134922;7/11/2015
US-2017-120607;19/05/2017
CA-2015-141243;3/01/2015
CA-2015-162166;8/09/2015
CA-2016-120796;3/04/2016
CA-2016-109722;5/12/2016
CA-2015-136798;8/05/2015
CA-2017-122196;22/09/2017
CA-2017-142090;30/11/2017
CA-2017-160934;15/01/2017
CA-2014-124478;8/08/2014
CA-2015-145485;5/11/2015
CA-2017-151071;25/04/2017
CA-2014-134572;20/04/2014
CA-2017-143217;11/11/2017
US-2017-133312;25/11/2017
US-2015-137533;18/12/2015
CA-2016-155138;8/09/2016
CA-2016-108350;6/06/2016
CA-2015-144302;19/06/2015
CA-2015-109001;5/03/2015
CA-2017-132738;4/08/2017
CA-2017-156720;30/12/2017
CA-2015-119102;23/05/2015
US-2014-140452;6/12/2014
CA-2015-141936;7/08/2015
CA-2014-158442;17/03/2014
CA-2015-167374;26/03/2015
CA-2014-116568;14/12/2014
CA-2015-147102;19/09/2015
CA-2017-132213;25/04/2017
CA-2014-138450;18/10/2014
CA-2015-153073;13/11/2015
CA-2016-147970;31/01/2016
CA-2016-150658;17/11/2016
CA-2017-125640;25/07/2017
CA-2017-154137;11/11/2017
CA-2015-127173;26/09/2015
CA-2014-149538;4/04/2014
CA-2014-160766;14/09/2014
CA-2017-146626;29/12/2017
CA-2015-123330;21/06/2015
CA-2017-155607;26/11/2017
CA-2016-151323;23/10/2016
CA-2015-146696;14/12/2015
CA-2016-128972;13/11/2016
CA-2017-128335;29/09/2017
CA-2015-154886;8/11/2015
CA-2016-111213;1/04/2016
CA-2017-161333;2/02/2017
CA-2017-128734;24/12/2017
CA-2014-141796;21/06/2014
CA-2017-125101;6/03/2017
CA-2017-169929;25/09/2017
US-2014-121566;30/06/2014
US-2015-124219;7/08/2015
CA-2017-163006;30/06/2017
CA-2015-156146;26/10/2015
CA-2014-111192;30/07/2014
CA-2016-115378;18/11/2016
CA-2015-161627;6/07/2015
CA-2014-121006;10/11/2014
CA-2016-122903;27/05/2016
CA-2015-107741;8/03/2015
CA-2017-106432;19/10/2017
CA-2016-148908;5/11/2016
CA-2016-123015;26/12/2016
US-2015-120502;13/04/2015
CA-2017-108749;12/09/2017
CA-2017-163335;24/09/2017
CA-2015-134719;10/10/2015
US-2015-154389;27/11/2015
CA-2015-115567;13/09/2015
US-2017-136679;14/11/2017
US-2017-141943;5/05/2017
CA-2014-101560;28/11/2014
CA-2014-159709;10/05/2014
CA-2016-103982;3/03/2016
CA-2015-142454;15/08/2015
CA-2015-102015;12/09/2015
CA-2015-156755;12/01/2015
CA-2015-130876;12/05/2015
CA-2016-145898;26/09/2016
US-2017-159562;9/09/2017
CA-2017-134635;15/04/2017
CA-2017-167080;10/06/2017
CA-2017-145653;1/09/2017
CA-2014-140487;14/06/2014
CA-2017-117401;18/05/2017
US-2017-109582;12/09/2017
CA-2016-119865;21/06/2016
US-2014-147648;26/11/2014
CA-2017-124436;19/03/2017
CA-2014-115084;18/10/2014
CA-2017-131037;22/08/2017
CA-2016-111143;19/11/2016
CA-2014-166744;20/09/2014
CA-2016-116561;11/09/2016
CA-2016-110730;23/09/2016
CA-2017-146367;4/08/2017
CA-2016-149454;25/07/2016
CA-2016-156265;2/08/2016
US-2015-168914;21/05/2015
US-2017-110989;3/11/2017
CA-2015-106215;16/04/2015
US-2016-169369;12/12/2016
CA-2015-132318;30/10/2015
US-2014-131982;7/03/2014
CA-2015-125185;5/03/2015
CA-2016-130078;8/08/2016
US-2017-114034;3/01/2017
US-2017-115595;9/10/2017
CA-2017-158722;20/10/2017
CA-2014-105165;7/09/2014
CA-2017-147452;30/09/2017
US-2017-114657;16/11/2017
CA-2017-144484;11/09/2017
CA-2017-125913;16/01/2017
US-2016-158309;26/11/2016
CA-2015-162887;7/11/2015
CA-2017-147333;14/12/2017
CA-2014-113859;13/09/2014
CA-2014-159681;7/12/2014
US-2017-104094;7/09/2017
CA-2017-152709;7/10/2017
CA-2015-105158;5/09/2015
CA-2014-133424;30/03/2014
CA-2017-105991;5/05/2017
US-2017-136784;30/04/2017
CA-2014-146283;8/09/2014
CA-2017-151218;20/06/2017
CA-2015-111073;26/12/2015
CA-2017-144883;15/08/2017
CA-2017-142174;4/03/2017
CA-2017-108791;27/07/2017
CA-2016-106656;23/09/2016
CA-2016-113831;30/05/2016
US-2014-139500;16/11/2014
US-2014-166310;21/09/2014
US-2016-168410;21/02/2016
CA-2017-131254;19/11/2017
CA-2016-123414;21/08/2016
CA-2017-137876;30/04/2017
CA-2016-154060;2/05/2016
US-2017-162558;2/10/2017
CA-2017-134439;18/09/2017
CA-2015-119508;4/12/2015
CA-2015-152681;17/01/2015
CA-2014-130813;6/01/2014
CA-2015-120320;5/03/2015
