Row ID;Ship Date;Ship Mode;Sales;Discount;Quantity;Customer ID;Product ID;Order ID
3903;10/04/2015;Standard Class;98,112;0,2;7;VT-21700;OFF-AP-10004036;CA-2015-167010
3904;10/04/2015;Standard Class;563,808;0,2;4;VT-21700;OFF-ST-10003816;CA-2015-167010
3905;10/04/2015;Standard Class;10,428;0,7;4;VT-21700;OFF-BI-10002072;CA-2015-167010
3906;10/04/2015;Standard Class;547,136;0,2;4;VT-21700;FUR-FU-10001468;CA-2015-167010
3907;10/04/2015;Standard Class;14,85;0,4;5;VT-21700;TEC-PH-10000347;CA-2015-167010
3908;10/04/2015;Standard Class;41,988;0,4;2;VT-21700;TEC-PH-10002844;CA-2015-167010
3909;10/04/2015;Standard Class;7,584;0,2;1;VT-21700;FUR-FU-10001037;CA-2015-167010
3910;10/04/2015;Standard Class;352,45;0,5;5;VT-21700;FUR-BO-10004218;CA-2015-167010
3911;6/06/2017;First Class;470,376;0,2;3;AB-10105;TEC-PH-10001619;CA-2017-126788
3912;25/09/2017;Standard Class;19,44;0;3;MM-18280;OFF-PA-10001639;CA-2017-148068
3913;25/09/2017;Standard Class;9,82;0;2;MM-18280;FUR-FU-10002268;CA-2017-148068
3914;23/07/2017;Standard Class;801,6;0,5;5;ML-17410;FUR-TA-10001932;US-2017-142573
3915;23/07/2017;Standard Class;161,568;0,2;2;ML-17410;FUR-CH-10004218;US-2017-142573
3916;23/07/2017;Standard Class;16,096;0,2;2;ML-17410;OFF-PA-10000246;US-2017-142573
3917;23/07/2017;Standard Class;7,656;0,7;4;ML-17410;OFF-BI-10003350;US-2017-142573
3918;23/07/2017;Standard Class;311,976;0,2;3;ML-17410;FUR-CH-10000513;US-2017-142573
3919;7/12/2015;Standard Class;61,68;0;4;KD-16495;OFF-ST-10001321;US-2015-148817
3920;7/12/2015;Standard Class;63,96;0;4;KD-16495;OFF-BI-10004233;US-2015-148817
3921;2/07/2016;Second Class;359,976;0,2;3;RF-19735;TEC-PH-10001299;CA-2016-110044
3922;1/09/2017;Standard Class;25,344;0,2;6;SC-20305;OFF-PA-10002479;CA-2017-146920
3923;1/09/2017;Standard Class;26,72;0,2;5;SC-20305;OFF-PA-10001461;CA-2017-146920
3924;21/09/2014;Standard Class;30,28;0;2;BN-11515;OFF-ST-10004963;CA-2014-103940
3925;21/09/2014;Standard Class;57,93;0;3;BN-11515;OFF-ST-10000943;CA-2014-103940
3926;21/09/2014;Standard Class;35,34;0;2;BN-11515;FUR-FU-10004671;CA-2014-103940
3927;21/09/2014;Standard Class;137,24;0,2;5;BN-11515;OFF-BI-10002735;CA-2014-103940
3928;17/03/2016;First Class;241,332;0,32;5;JS-15880;FUR-BO-10004409;CA-2016-162082
3929;17/03/2016;First Class;5,184;0,2;1;JS-15880;OFF-PA-10001934;CA-2016-162082
3930;17/03/2016;First Class;145,544;0,2;7;JS-15880;OFF-AR-10001044;CA-2016-162082
3931;2/09/2016;Standard Class;5,472;0,2;3;VG-21805;OFF-AR-10004165;CA-2016-132094
3932;2/09/2016;Standard Class;47,984;0,2;2;VG-21805;TEC-AC-10001109;CA-2016-132094
3933;8/09/2017;Standard Class;9,4;0;5;AW-10840;OFF-AR-10001919;CA-2017-123001
3934;8/09/2017;Standard Class;74;0;5;AW-10840;OFF-LA-10004544;CA-2017-123001
3935;8/09/2017;Standard Class;201,584;0,2;2;AW-10840;TEC-PH-10003484;CA-2017-123001
3936;20/06/2015;Standard Class;28,752;0,2;3;LS-17230;OFF-EN-10001028;CA-2015-118955
3937;20/06/2015;Standard Class;27,216;0,2;3;LS-17230;OFF-PA-10004156;CA-2015-118955
3938;20/06/2015;Standard Class;197,372;0,3;2;LS-17230;FUR-CH-10001708;CA-2015-118955
3939;10/12/2016;Same Day;1424,9;0;5;MH-17455;FUR-CH-10003379;US-2016-143448
3940;23/05/2017;Standard Class;14,56;0;2;TS-21340;FUR-FU-10002456;CA-2017-117863
3941;23/05/2017;Standard Class;3,048;0,2;1;TS-21340;OFF-BI-10000605;CA-2017-117863
3942;29/05/2017;Second Class;25,92;0,2;5;EH-13945;OFF-PA-10001166;CA-2017-160458
3943;30/06/2016;Standard Class;835,17;0;7;MG-17695;OFF-SU-10000157;US-2016-142685
3944;21/05/2016;Second Class;17,34;0;3;DO-13435;OFF-PA-10004971;CA-2016-133144
3945;23/11/2017;Standard Class;44,384;0,2;1;AF-10870;OFF-PA-10001977;CA-2017-167871
3946;23/11/2017;Standard Class;2,944;0,2;1;AF-10870;OFF-SU-10001225;CA-2017-167871
3947;22/11/2016;Standard Class;6,368;0,2;2;SN-20710;OFF-AR-10003514;CA-2016-119963
3948;22/11/2016;Standard Class;48,848;0,2;2;SN-20710;OFF-LA-10003510;CA-2016-119963
3949;22/11/2016;Standard Class;19,648;0,2;2;SN-20710;OFF-PA-10001970;CA-2016-119963
3950;22/11/2016;Standard Class;255,108;0,3;6;SN-20710;FUR-CH-10003817;CA-2016-119963
3951;30/11/2014;Second Class;17,248;0,2;2;MO-17500;OFF-BI-10003676;CA-2014-121167
3952;8/03/2016;Standard Class;159,984;0,2;2;ON-18715;TEC-PH-10003535;US-2016-151862
3953;19/01/2017;Standard Class;12,7;0;2;SC-20095;OFF-PA-10004675;CA-2017-152961
3954;9/04/2014;Standard Class;5,47;0;1;MS-17710;FUR-FU-10004020;CA-2014-133228
3955;9/04/2014;Standard Class;79,36;0;4;MS-17710;OFF-AR-10001955;CA-2014-133228
3956;3/07/2016;Standard Class;22,14;0;3;DN-13690;FUR-FU-10002364;CA-2016-114951
3957;2/06/2016;Standard Class;11,277;0,7;3;RB-19360;OFF-BI-10002414;CA-2016-156573
3958;2/06/2016;Standard Class;4,448;0,2;2;RB-19360;OFF-AR-10003732;CA-2016-156573
3959;2/06/2016;Standard Class;44,76;0,2;3;RB-19360;FUR-FU-10001085;CA-2016-156573
3960;24/10/2015;Standard Class;38,28;0;6;NH-18610;OFF-BI-10001249;CA-2015-113901
3961;24/10/2015;Standard Class;149,95;0;5;NH-18610;TEC-PH-10002564;CA-2015-113901
3962;20/02/2017;First Class;12,84;0;3;ED-13885;OFF-AR-10000634;CA-2017-134838
3963;20/02/2017;First Class;44,67;0;3;ED-13885;FUR-FU-10004018;CA-2017-134838
3964;28/09/2016;Standard Class;7,872;0,2;3;PW-19240;OFF-AR-10003481;CA-2016-120257
3965;17/11/2014;Second Class;7,872;0,2;3;DM-13345;OFF-AR-10003651;CA-2014-164910
3966;6/04/2016;Standard Class;88,04;0;4;DW-13540;OFF-AR-10002956;CA-2016-149902
3967;23/05/2016;First Class;40,635;0,7;7;EH-14125;OFF-BI-10003638;CA-2016-146010
3968;5/06/2015;Standard Class;5,728;0,8;8;KE-16420;OFF-BI-10001890;US-2015-163685
3969;5/06/2015;Standard Class;42,24;0,2;10;KE-16420;OFF-PA-10002606;US-2015-163685
3970;26/11/2014;Standard Class;53,82;0;9;SP-20920;OFF-PA-10002245;CA-2014-135090
3971;24/02/2015;Second Class;79,36;0;4;PS-19045;OFF-AR-10001615;CA-2015-132374
3972;2/04/2016;Standard Class;13,48;0;2;JM-15250;OFF-PA-10000466;CA-2016-167556
3973;2/04/2016;Standard Class;29,8;0,2;5;JM-15250;OFF-BI-10003708;CA-2016-167556
3974;2/04/2016;Standard Class;414;0;8;JM-15250;FUR-FU-10004848;CA-2016-167556
3975;2/04/2016;Standard Class;41,328;0,2;7;JM-15250;OFF-BI-10000320;CA-2016-167556
3976;24/10/2016;First Class;39,92;0;4;EB-13930;FUR-FU-10003731;US-2016-116400
3977;7/10/2017;Standard Class;8,94;0;3;FG-14260;OFF-FA-10002780;CA-2017-101308
3978;7/10/2017;Standard Class;84,784;0,2;2;FG-14260;TEC-PH-10003800;CA-2017-101308
3979;27/12/2014;Standard Class;53,316;0,4;2;TH-21235;FUR-TA-10001676;CA-2014-114517
3980;27/12/2014;Standard Class;56,52;0;3;TH-21235;OFF-AP-10002350;CA-2014-114517
3981;20/12/2017;Standard Class;22,77;0;3;PL-18925;FUR-FU-10003096;CA-2017-119564
3982;9/07/2016;Second Class;287,968;0,2;4;CC-12370;FUR-CH-10003061;CA-2016-135265
3983;9/07/2016;Second Class;2799,96;0,2;5;CC-12370;TEC-CO-10003763;CA-2016-135265
3984;9/07/2016;Second Class;48,94;0;1;CC-12370;OFF-PA-10002923;CA-2016-135265
3985;21/04/2016;Standard Class;257,499;0,15;3;JM-15535;FUR-BO-10003441;CA-2016-108735
3986;14/04/2017;Standard Class;2591,56;0;4;KF-16285;OFF-ST-10001780;CA-2017-112333
3987;14/04/2017;Standard Class;41,95;0;5;KF-16285;OFF-AP-10001962;CA-2017-112333
3988;22/04/2016;Standard Class;79,12;0,2;5;CS-12175;FUR-FU-10003798;US-2016-159415
3989;27/11/2014;Second Class;52,96;0;2;AR-10540;FUR-FU-10001095;CA-2014-122588
3990;8/11/2014;Standard Class;286,344;0,2;3;MS-17770;OFF-SU-10000157;CA-2014-137589
3991;5/05/2015;Standard Class;63,552;0,2;3;DB-13120;FUR-FU-10001095;CA-2015-161998
3992;5/05/2015;Standard Class;41,376;0,2;3;DB-13120;OFF-SU-10004261;CA-2015-161998
3993;5/05/2015;Standard Class;172,704;0,2;6;DB-13120;OFF-AR-10004022;CA-2015-161998
3994;12/03/2015;Standard Class;512,94;0;3;DK-12895;FUR-BO-10002916;CA-2015-105627
3995;12/03/2015;Standard Class;860,93;0;7;DK-12895;FUR-CH-10002084;CA-2015-105627
3996;12/03/2015;Standard Class;769,95;0;5;DK-12895;TEC-PH-10003012;CA-2015-105627
3997;12/03/2015;Standard Class;14,98;0;1;DK-12895;OFF-AR-10002704;CA-2015-105627
3998;12/03/2015;Standard Class;373,08;0;6;DK-12895;FUR-FU-10000308;CA-2015-105627
3999;20/07/2015;Second Class;231,92;0,2;5;MP-17965;FUR-BO-10004709;US-2015-149629
4000;16/10/2014;Standard Class;63,47;0;11;Dp-13240;FUR-FU-10001196;CA-2014-116834
4001;16/10/2014;Standard Class;345;0;5;Dp-13240;TEC-AC-10002942;CA-2014-116834
4002;8/03/2016;Standard Class;637,896;0,3;3;CC-12220;FUR-TA-10004915;CA-2016-145730
4003;8/03/2016;Standard Class;287,91;0,4;3;CC-12220;TEC-MA-10001016;CA-2016-145730
4004;8/03/2016;Standard Class;36,6;0,2;3;CC-12220;OFF-EN-10000483;CA-2016-145730
4005;16/12/2015;Standard Class;1,78;0;1;KM-16660;OFF-AR-10003087;US-2015-168732
4006;16/12/2015;Standard Class;25,92;0;4;KM-16660;OFF-PA-10000520;US-2015-168732
4007;16/12/2015;Standard Class;101,94;0;6;KM-16660;TEC-AC-10001553;US-2015-168732
4008;22/12/2015;Standard Class;6,848;0,2;2;MK-17905;OFF-AR-10000634;CA-2015-107468
4009;5/01/2017;Standard Class;474,43;0;11;SC-20725;FUR-FU-10001215;CA-2017-144463
4010;24/11/2017;First Class;8,448;0,2;2;CC-12475;OFF-PA-10001204;CA-2017-100811
4011;24/11/2017;First Class;39,296;0,2;4;CC-12475;OFF-ST-10002444;CA-2017-100811
4012;27/12/2015;Standard Class;17,12;0;4;BT-11305;OFF-AR-10000203;CA-2015-153612
4013;28/08/2015;Standard Class;542,94;0;3;FH-14350;OFF-AP-10000828;CA-2015-165624
4014;28/08/2015;Standard Class;8,64;0;3;FH-14350;OFF-LA-10003190;CA-2015-165624
4015;28/08/2015;Standard Class;193,8;0;5;FH-14350;OFF-PA-10002319;CA-2015-165624
4016;28/08/2015;Standard Class;21,4;0;5;FH-14350;OFF-PA-10003893;CA-2015-165624
4017;28/08/2015;Standard Class;97,88;0;2;FH-14350;OFF-PA-10002499;CA-2015-165624
4018;28/08/2015;Standard Class;251,91;0;9;FH-14350;TEC-AC-10004568;CA-2015-165624
4019;28/08/2015;Standard Class;25,86;0;3;FH-14350;OFF-AP-10001492;CA-2015-165624
4020;27/06/2014;Standard Class;170,058;0,3;3;AA-10645;FUR-CH-10004698;CA-2014-154963
4021;27/06/2014;Standard Class;82,782;0,4;3;AA-10645;TEC-PH-10004093;CA-2014-154963
4022;27/06/2014;Standard Class;853,93;0,3;5;AA-10645;FUR-CH-10000454;CA-2014-154963
4023;28/10/2017;First Class;556,665;0,15;5;JO-15145;FUR-BO-10003034;CA-2017-130764
4024;28/10/2017;First Class;95,84;0,2;4;JO-15145;TEC-PH-10003215;CA-2017-130764
4025;13/08/2017;First Class;29,664;0,2;4;SF-20965;OFF-PA-10001776;CA-2017-139311
4026;13/08/2017;First Class;9,184;0,2;7;SF-20965;OFF-AR-10004582;CA-2017-139311
4027;13/08/2017;First Class;153,584;0,2;2;SF-20965;TEC-PH-10001557;CA-2017-139311
4028;13/08/2017;First Class;12,864;0,8;8;SF-20965;OFF-BI-10004209;CA-2017-139311
4029;28/12/2017;Standard Class;479,97;0;3;CS-12355;TEC-MA-10003183;CA-2017-124296
4030;28/12/2017;Standard Class;232,88;0;4;CS-12355;FUR-CH-10002439;CA-2017-124296
4031;30/09/2016;Standard Class;236,88;0;6;SN-20710;OFF-AP-10000576;CA-2016-169957
4032;30/09/2016;Standard Class;29,9;0;5;SN-20710;OFF-PA-10004040;CA-2016-169957
4033;30/09/2016;Standard Class;100;0;4;SN-20710;TEC-AC-10003063;CA-2016-169957
4034;12/12/2016;Same Day;18,693;0,7;3;JM-15655;OFF-BI-10003982;US-2016-108777
4035;12/12/2016;Same Day;383,952;0,2;6;JM-15655;TEC-AC-10002567;US-2016-108777
4036;1/01/2016;Standard Class;24,816;0,2;2;FH-14350;OFF-ST-10004950;CA-2015-148859
4037;2/01/2015;Standard Class;24,9;0;5;AJ-10795;FUR-FU-10000550;CA-2014-110786
4038;2/01/2015;Standard Class;21,12;0;4;AJ-10795;OFF-PA-10000528;CA-2014-110786
4039;2/01/2015;Standard Class;767,952;0,2;6;AJ-10795;TEC-MA-10003183;CA-2014-110786
4040;2/01/2015;Standard Class;14,352;0,2;3;AJ-10795;OFF-BI-10003305;CA-2014-110786
4041;2/01/2015;Standard Class;191,976;0,2;3;AJ-10795;TEC-PH-10001425;CA-2014-110786
4042;2/01/2015;Standard Class;274,77;0;9;AJ-10795;OFF-LA-10001474;CA-2014-110786
4043;2/01/2015;Standard Class;70,56;0;6;AJ-10795;FUR-FU-10000672;CA-2014-110786
4044;30/06/2015;Standard Class;204,85;0;5;JF-15565;FUR-FU-10001979;CA-2015-137750
4045;7/04/2015;Standard Class;9,156;0,8;3;CS-11845;OFF-BI-10003707;CA-2015-136378
4046;25/10/2017;Standard Class;23,992;0,8;2;SP-20920;OFF-AP-10002191;CA-2017-100356
4047;19/07/2015;First Class;80,88;0;3;KE-16420;OFF-PA-10000501;US-2015-166520
4048;19/07/2015;First Class;599,9;0;10;KE-16420;TEC-AC-10001990;US-2015-166520
4049;26/06/2017;Second Class;276,69;0;3;GA-14515;FUR-FU-10003601;CA-2017-136350
4050;26/06/2017;Second Class;172,764;0,1;2;GA-14515;FUR-CH-10001891;CA-2017-136350
4051;3/10/2014;Standard Class;4,224;0,2;3;SM-20950;OFF-AR-10003469;CA-2014-122931
4052;3/10/2014;Standard Class;409,272;0,4;2;SM-20950;FUR-TA-10004175;CA-2014-122931
4053;3/10/2014;Standard Class;55,44;0,2;11;SM-20950;OFF-LA-10002945;CA-2014-122931
4054;3/10/2014;Standard Class;20,928;0,2;4;SM-20950;OFF-PA-10000533;CA-2014-122931
4055;3/10/2014;Standard Class;1801,632;0,2;6;SM-20950;OFF-ST-10004459;CA-2014-122931
4056;3/10/2014;Standard Class;67,176;0,4;1;SM-20950;FUR-TA-10004147;CA-2014-122931
4057;28/11/2014;Standard Class;646,2;0,2;5;DK-12985;OFF-ST-10000046;CA-2014-163034
4058;24/11/2015;Standard Class;72,744;0,2;7;LC-16885;TEC-PH-10004774;CA-2015-124058
4059;24/11/2015;Standard Class;572,16;0,2;3;LC-16885;FUR-CH-10000595;CA-2015-124058
4060;7/11/2016;Standard Class;68,112;0,2;3;XP-21865;TEC-AC-10002473;CA-2016-129196
4061;20/09/2015;First Class;25,032;0,2;3;CS-11845;OFF-BI-10001628;US-2015-138716
4062;14/03/2016;Standard Class;39,992;0,2;1;BD-11770;TEC-AC-10002800;US-2016-122182
4063;26/06/2014;First Class;20,016;0,2;9;DL-13330;OFF-AR-10002766;US-2014-130358
4064;26/06/2014;First Class;3,104;0,2;1;DL-13330;OFF-SU-10002522;US-2014-130358
4065;5/11/2014;Standard Class;7,52;0,2;5;KH-16630;OFF-FA-10003021;CA-2014-102673
4066;5/11/2014;Standard Class;10,272;0,2;3;KH-16630;OFF-AR-10000634;CA-2014-102673
4067;5/11/2014;Standard Class;47,808;0,2;12;KH-16630;OFF-LA-10001771;CA-2014-102673
4068;5/11/2014;Standard Class;978,84;0,2;9;KH-16630;TEC-PH-10004434;CA-2014-102673
4069;31/08/2016;First Class;13,14;0,8;9;TP-21415;OFF-BI-10000050;CA-2016-145303
4070;31/08/2016;First Class;10,024;0,8;4;TP-21415;OFF-BI-10002414;CA-2016-145303
4071;31/08/2016;First Class;156,3728;0,32;2;TP-21415;FUR-BO-10003159;CA-2016-145303
4072;8/12/2015;Second Class;999,98;0;2;NP-18685;TEC-CO-10002095;CA-2015-156104
4073;27/09/2015;First Class;821,94;0;6;SC-20680;TEC-PH-10004120;US-2015-164308
4074;20/11/2017;Standard Class;220,064;0,2;4;DK-12895;FUR-FU-10003553;CA-2017-108112
4075;20/11/2017;Standard Class;339,136;0,2;4;DK-12895;FUR-FU-10001488;CA-2017-108112
4076;21/12/2015;Second Class;7,04;0;2;SM-20950;OFF-BI-10003094;CA-2015-100685
4077;21/12/2015;Second Class;5,04;0;4;SM-20950;OFF-FA-10003472;CA-2015-100685
4078;21/12/2015;Second Class;116,28;0;3;SM-20950;OFF-PA-10001289;CA-2015-100685
4079;24/12/2015;First Class;47,976;0,2;3;LS-17245;TEC-PH-10002293;CA-2015-165414
4080;29/09/2016;Standard Class;60,048;0,2;9;KE-16420;OFF-PA-10000380;CA-2016-140417
4081;29/09/2016;Standard Class;5,022;0,7;1;KE-16420;OFF-BI-10004828;CA-2016-140417
4082;30/06/2017;Standard Class;182,994;0,8;3;MC-17635;OFF-BI-10004632;US-2017-151316
4083;30/06/2017;Standard Class;10,272;0,2;3;MC-17635;OFF-PA-10000327;US-2017-151316
4084;9/09/2017;First Class;7,857;0,7;3;Dp-13240;OFF-BI-10003291;CA-2017-163692
4085;6/08/2016;Second Class;302,384;0,2;2;LC-16930;TEC-PH-10002275;CA-2016-111913
4086;6/08/2016;Second Class;20,952;0,2;3;LC-16930;OFF-BI-10003291;CA-2016-111913
4087;6/08/2016;Second Class;11,784;0,2;3;LC-16930;OFF-BI-10000343;CA-2016-111913
4088;26/08/2014;Standard Class;638,82;0;9;LH-16900;FUR-BO-10000711;US-2014-156559
4089;5/04/2016;Standard Class;20,7;0;2;TB-21175;OFF-LA-10001297;CA-2016-161473
4090;5/04/2016;Standard Class;10,95;0;3;TB-21175;OFF-SU-10001574;CA-2016-161473
4091;5/04/2016;Standard Class;14,352;0,2;3;TB-21175;OFF-BI-10003305;CA-2016-161473
4092;18/05/2017;First Class;221,024;0,2;2;JM-15865;OFF-ST-10002574;CA-2017-166576
4093;28/08/2015;Standard Class;3080;0;7;KW-16435;TEC-MA-10000864;CA-2015-102491
4094;28/08/2015;Standard Class;79,96;0;4;KW-16435;TEC-AC-10003289;CA-2015-102491
4095;28/08/2015;Standard Class;587,97;0;3;KW-16435;TEC-PH-10001619;CA-2015-102491
4096;28/09/2014;Standard Class;32,4;0;5;SC-20095;OFF-PA-10004888;CA-2014-116904
4097;28/09/2014;Standard Class;404,9;0;5;SC-20095;OFF-ST-10000736;CA-2014-116904
4098;28/09/2014;Standard Class;9449,95;0;5;SC-20095;OFF-BI-10001120;CA-2014-116904
4099;28/09/2014;Standard Class;12,94;0;2;SC-20095;OFF-BI-10000301;CA-2014-116904
4100;23/06/2017;Standard Class;2,264;0,8;1;ZC-21910;OFF-AP-10004655;US-2017-102288
4101;23/06/2017;Standard Class;0,444;0,8;1;ZC-21910;OFF-AP-10002906;US-2017-102288
4102;23/06/2017;Standard Class;146,176;0,2;8;ZC-21910;OFF-PA-10000740;US-2017-102288
4103;21/12/2017;Same Day;15,92;0;2;RB-19465;FUR-FU-10001940;CA-2017-137456
4104;13/08/2017;Standard Class;159,96;0,2;5;JK-15370;TEC-PH-10000439;US-2017-155999
4105;13/08/2017;Standard Class;13,76;0,2;2;JK-15370;OFF-BI-10000404;US-2017-155999
4106;26/08/2016;Standard Class;4,312;0,8;2;DD-13570;OFF-BI-10003676;US-2016-148334
4107;7/09/2015;Same Day;13,96;0;2;MC-17275;OFF-ST-10002486;CA-2015-105599
4108;7/09/2015;Same Day;27,414;0,4;3;MC-17275;FUR-TA-10003837;CA-2015-105599
4109;1/01/2016;Standard Class;73,98;0;2;DL-13495;TEC-PH-10002923;CA-2015-153717
4110;1/01/2016;Standard Class;160,98;0;1;DL-13495;FUR-BO-10004360;CA-2015-153717
4111;1/01/2016;Standard Class;17,34;0;3;DL-13495;OFF-PA-10002160;CA-2015-153717
4112;1/01/2016;Standard Class;3,28;0;1;DL-13495;OFF-AR-10002375;CA-2015-153717
4113;7/05/2015;Standard Class;8,856;0,2;3;NC-18625;OFF-LA-10000443;CA-2015-116687
4114;7/05/2015;Standard Class;158,376;0,2;3;NC-18625;TEC-PH-10001750;CA-2015-116687
4115;27/11/2016;First Class;1219,96;0,2;5;AC-10450;OFF-BI-10004632;CA-2016-163573
4116;29/11/2015;Standard Class;3,168;0,2;2;TS-21340;OFF-BI-10002813;CA-2015-153416
4117;29/11/2015;Standard Class;19,44;0;3;TS-21340;OFF-PA-10002005;CA-2015-153416
4118;29/11/2015;Standard Class;454,86;0;7;TS-21340;OFF-ST-10000060;CA-2015-153416
4119;29/11/2015;Standard Class;91,392;0,2;8;TS-21340;OFF-BI-10002706;CA-2015-153416
4120;10/09/2017;Standard Class;19,04;0,2;4;MM-17920;TEC-AC-10000199;CA-2017-117394
4121;12/05/2017;Same Day;37,44;0;6;LP-17080;OFF-PA-10002870;CA-2017-133823
4122;12/05/2017;Same Day;37,59;0;3;LP-17080;OFF-LA-10004545;CA-2017-133823
4123;12/05/2017;Same Day;26,032;0,2;2;LP-17080;OFF-BI-10000962;CA-2017-133823
4124;18/05/2014;Standard Class;35,91;0;3;BG-11695;OFF-AP-10004249;CA-2014-127523
4125;31/07/2017;Second Class;91,032;0,2;3;MG-18145;FUR-FU-10001602;CA-2017-123239
4126;9/05/2017;First Class;54,66;0;6;GZ-14470;OFF-AR-10003179;CA-2017-156769
4127;24/09/2014;Standard Class;67,344;0,2;6;JL-15835;OFF-ST-10003722;CA-2014-127299
4128;24/09/2014;Standard Class;2624,985;0,5;3;JL-15835;TEC-MA-10001127;CA-2014-127299
4129;4/04/2015;Standard Class;73,28;0;4;DO-13435;OFF-AP-10001947;CA-2015-121272
4130;25/11/2014;Standard Class;14,48;0,8;5;AB-10600;OFF-BI-10001107;CA-2014-115336
4131;9/07/2015;Standard Class;11,952;0,2;3;KB-16315;OFF-PA-10000349;CA-2015-111703
4132;9/07/2015;Standard Class;15,552;0,2;3;KB-16315;OFF-PA-10003349;CA-2015-111703
4133;13/09/2014;Standard Class;45;0;9;TT-21070;OFF-FA-10002280;CA-2014-128839
4134;13/09/2014;Standard Class;209,97;0;3;TT-21070;TEC-MA-10000029;CA-2014-128839
4135;8/10/2017;Standard Class;112,12;0,2;5;PV-18985;OFF-BI-10002854;CA-2017-105914
4136;8/10/2017;Standard Class;1575,14;0;7;PV-18985;OFF-ST-10003716;CA-2017-105914
4137;23/11/2017;Standard Class;25,06;0;7;DD-13570;OFF-FA-10000624;CA-2017-110926
4138;1/01/2017;First Class;6,924;0,8;6;KD-16495;OFF-BI-10004654;CA-2016-117226
4139;4/12/2017;First Class;37,392;0,2;3;RA-19285;OFF-ST-10001228;CA-2017-127313
4140;4/12/2017;First Class;79,12;0,2;5;RA-19285;FUR-FU-10003798;CA-2017-127313
4141;17/06/2016;Standard Class;18,9;0;3;SS-20590;OFF-LA-10003148;CA-2016-136287
4142;23/05/2014;Standard Class;57,42;0;9;JH-15820;OFF-BI-10001249;US-2014-107699
4143;6/02/2017;Standard Class;12,74;0;7;EH-14125;OFF-AR-10003759;CA-2017-112725
4144;6/02/2017;Standard Class;8,82;0;3;EH-14125;OFF-AR-10001227;CA-2017-112725
4145;6/02/2017;Standard Class;120,784;0,2;1;EH-14125;FUR-CH-10000863;CA-2017-112725
4146;4/12/2015;Standard Class;322,59;0;3;TP-21415;FUR-FU-10004017;CA-2015-136196
4147;28/10/2017;Standard Class;9,762;0,8;3;RB-19330;OFF-BI-10000962;CA-2017-106068
4148;28/10/2017;Standard Class;13,72;0,2;1;RB-19330;OFF-ST-10004507;CA-2017-106068
4149;28/10/2017;Standard Class;55,2;0,2;1;RB-19330;TEC-AC-10002942;CA-2017-106068
4150;28/10/2017;Standard Class;259,136;0,2;4;RB-19330;OFF-ST-10002344;CA-2017-106068
4151;11/09/2017;Standard Class;29,24;0,2;5;CB-12025;OFF-LA-10002475;CA-2017-100160
4152;11/09/2017;Standard Class;15,552;0,2;3;CB-12025;OFF-PA-10003072;CA-2017-100160
4153;11/09/2017;Standard Class;4,896;0,2;3;CB-12025;OFF-EN-10001509;CA-2017-100160
4154;3/01/2017;Standard Class;38,088;0,7;4;MP-17965;OFF-BI-10004781;CA-2016-139689
4155;3/01/2017;Standard Class;2,808;0,7;3;MP-17965;OFF-BI-10000145;CA-2016-139689
4156;9/12/2015;Second Class;47,984;0,2;2;SW-20245;TEC-AC-10003280;CA-2015-101091
4157;9/12/2015;Second Class;26,064;0,7;6;SW-20245;OFF-BI-10001107;CA-2015-101091
4158;8/11/2014;Standard Class;15,696;0,2;3;SM-20950;OFF-PA-10000533;CA-2014-126907
4159;23/04/2016;Standard Class;12,84;0;3;AP-10915;OFF-AR-10003056;US-2016-164588
4160;18/05/2017;Standard Class;539,97;0;3;AH-10465;TEC-PH-10002834;CA-2017-115546
4161;18/05/2017;Standard Class;22,58;0;2;AH-10465;OFF-ST-10002214;CA-2017-115546
4162;18/03/2015;Standard Class;16,52;0;4;EP-13915;OFF-LA-10004484;CA-2015-163587
4163;18/03/2015;Standard Class;671,94;0;3;EP-13915;OFF-BI-10003091;CA-2015-163587
4164;16/01/2017;First Class;169,064;0,2;7;TP-21565;TEC-AC-10003027;US-2017-106131
4165;16/01/2017;First Class;168,624;0,2;9;TP-21565;OFF-ST-10003638;US-2017-106131
4166;13/03/2015;Standard Class;19,44;0;3;AR-10825;OFF-PA-10003848;CA-2015-160213
4167;13/10/2014;First Class;31,92;0;4;HA-14920;OFF-ST-10002352;CA-2014-157924
4168;13/10/2014;First Class;433,568;0,2;2;HA-14920;FUR-CH-10000229;CA-2014-157924
4169;14/04/2015;First Class;31,104;0,2;6;HJ-14875;OFF-PA-10000788;CA-2015-100216
4170;14/04/2015;First Class;54,816;0,2;3;HJ-14875;OFF-PA-10002968;CA-2015-100216
4171;20/11/2017;Standard Class;48,86;0;7;JK-15370;OFF-ST-10002486;CA-2017-100601
4172;1/07/2016;Same Day;14,2;0;2;JF-15355;OFF-BI-10002215;CA-2016-152163
4173;1/07/2016;Same Day;12,96;0;2;JF-15355;OFF-PA-10000788;CA-2016-152163
4174;1/07/2016;Same Day;58,34;0;2;JF-15355;OFF-BI-10003364;CA-2016-152163
4175;30/11/2015;First Class;56,3;0;2;EK-13795;OFF-AR-10003582;CA-2015-154340
4176;12/04/2014;Standard Class;629,95;0;5;RS-19765;TEC-PH-10003273;CA-2014-128846
4177;12/04/2014;Standard Class;122,97;0;3;RS-19765;OFF-PA-10000100;CA-2014-128846
